"","text","label"
"1227","U repeat e instructions again. Wat's e road name of ur house?","ham"
"1228","Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.","ham"
"1229","I prefer my free days... Tues, wed, fri oso can... ö ask those workin lor...","ham"
"1230","NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT","ham"
"1231","Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx","ham"
"1232","U wake up already? Thanx 4 e tau sar piah it's quite nice.","ham"
"1233","Me too! Have a lovely night xxx","ham"
"1234","449050000301 You have won a ù2,000 price! To claim, call 09050000301.","spam"
"1235","I finished my lunch already. U wake up already?","ham"
"1236","Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or ù1000. To claim txt DIS to 87121 18+6*ù1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ","spam"
"1237","Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed ù1000 cash or ù5000 prize!","spam"
"1238","08714712388 between 10am-7pm Cost 10p","spam"
"1239","No need to ke qi... ö too bored izzit y suddenly thk of this...","ham"
"1240","our mobile number has won ù5000, to claim calls us back or ring the claims hot line on 09050005321.","spam"
"1241","You want to go?","ham"
"1242","Shopping lor. Them raining mah hard 2 leave orchard.","ham"
"1243","ö mean it's confirmed... I tot they juz say oni... Ok then...","ham"
"1244","Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+","spam"
"1245","K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4...","ham"
"1246","U buy newspapers already?","ham"
"1247","Cos daddy arranging time c wat time fetch Å mah...","ham"
"1248","HEY MATE! HOWS U HONEY?DID U AVE GOOD HOLIDAY? GIMMI DE GOSS!x","ham"
"1249","Cheers for the message Zogtorius. I?ve been staring at my phone for an age deciding whether to text or not.","ham"
"1250","Thanx 4 the time we?ve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx","ham"
"1251","Sorry I missed your call let's talk when you have the time. I'm on 07090201529","spam"
"1252","Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm","spam"
"1253","Ok lor thanx... ö in school?","ham"
"1254","We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs","spam"
"1255","Ya! when are Å taking ure practical lessons? I start in june..","ham"
"1256","Left dessert. U wan me 2 go suntec look 4 u?","ham"
"1257","Can Å all decide faster cos my sis going home liao..","ham"
"1258","T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply","spam"
"1259","Aiyo... U always c our ex one... I dunno abt mei, she haven reply... First time u reply so fast... Y so lucky not workin huh, got bao by ur sugardad ah...gee..","ham"
"1260","Ha... U jus ate honey ar? So sweet...","ham"
"1261","Tmr then Å brin lar... Aiya later i come n c lar... Mayb Å neva set properly Å got da help sheet wif Å...","ham"
"1262","Where @","ham"
"1263","Haf u eaten? Wat time u wan me 2 come?","ham"
"1264","Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?","ham"
"1265","I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX","ham"
"1266","I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.","ham"
"1267","THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x","ham"
"1268","GENT! We are trying to contact you. Last weekends draw shows that you won a ù1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm","spam"
"1269","Thanx...","ham"
"1270","I'm e person who's doing e sms survey...","ham"
"1271","Ok set let u noe e details later...","ham"
"1272","Huh i cant thk of more oredi how many pages do we have?","ham"
"1273","You are a ù1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE","spam"
"1274","Jus ans me lar. U'll noe later.","ham"
"1275","Nope... Think i will go for it on monday... Sorry i replied so late","ham"
"1276","This message is brought to you by GMW Ltd. and is not connected to the","spam"
"1277","Dunno lei Å all decide lor. How abt leona? Oops i tot ben is going n i msg him.","ham"
"1278","Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging","ham"
"1279","U too...","ham"
"1280","Ok i found dis pierre cardin one which looks normal costs 20 its on sale.","ham"
"1281","ME 2 BABE I FEEL THE SAME LETS JUST 4GET ABOUT IT+BOTH TRY +CHEER UP+NOT FIT SOO MUCHXXLOVE U LOCAXX","ham"
"1282","U wan 2 haf lunch i'm in da canteen now.","ham"
"1283","Call me when u're done...","ham"
"1284","HEY KATE, HOPE UR OK... WILL GIVE U A BUZ WEDLUNCH. GO OUTSOMEWHERE 4 ADRINK IN TOWN..CUD GO 2WATERSHD 4 A BIT? PPL FROMWRK WILL BTHERE. LOVE PETEXXX.","ham"
"1285","What time is ur flight tmr?","ham"
"1286","Wot about on wed nite I am 3 then but only til 9!","ham"
"1287","Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!","spam"
"1288","Nothing. Can...","ham"
"1289","Ok...","ham"
"1290","They said Å dun haf passport or smth like dat.. Or Å juz send to my email account..","ham"
"1291","You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P","spam"
"1292","Me hungry buy some food good lei... But mum n yun dun wan juz buy a little bit...","ham"
"1293","Taka lor. Wat time u wan 2 come n look 4 us?","ham"
"1294","I thk Å gotta go home by urself. Cos i'll b going out shopping 4 my frens present.","ham"
"1295","pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL","spam"
"1296","Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again","ham"
"1297","Ok... Sweet dreams...","ham"
"1298","Yup i've finished c Å there...","ham"
"1299","Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx","ham"
"1300","Din i tell u jus now 420","ham"
"1301","ö bot notes oredi... Cos i juz rem i got...","ham"
"1302","Ok then i come n pick u at engin?","ham"
"1303","WHAT TIME U WRKIN?","ham"
"1304","Aiyah e rain like quite big leh. If drizzling i can at least run home.","ham"
"1305","Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate","ham"
"1306","we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery","spam"
"1307","My phone","ham"
"1308","RGENT! This is the 2nd attempt to contact U!U have WON ù1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. maxù7. 50","spam"
"1309","Must come later.. I normally bathe him in da afternoon mah..","ham"
"1310","Yun buying... But school got offer 2000 plus only...","ham"
"1311","Ok lor. Anyway i thk we cant get tickets now cos like quite late already. U wan 2 go look 4 ur frens a not? Darren is wif them now...","ham"
"1312","I havent lei.. Next mon can?","ham"
"1313","Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X","spam"
"1314","Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?","ham"
"1315","Finish already... Yar they keep saying i mushy... I so embarrassed ok...","ham"
"1316","2 laptop... I noe infra but too slow lar... I wan fast one","ham"
"1317","HI ITS KATE CAN U GIVE ME A RING ASAP XXX","ham"
"1318","I've reached already.","ham"
"1319","Wat time u finish ur lect today?","ham"
"1320","Got smaller capacity one? Quite ex...","ham"
"1321","ALRITE","ham"
"1322","I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.","ham"
"1323","U sick still can go shopping?","ham"
"1324","Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.","ham"
